   k  l     Obj         Vio    Bou   ML       |KKT|    |dX|     ||dX|| 
  19  T 0   1.312e-01   0e+00  0.77  1.0e-01  7.3e-04  1.0e-01  1.1e+00
  20  T 0   1.245e-01   0e+00  0.78  1.0e-01  7.5e-04  1.0e-01  1.0e+00
  21  T 0   1.175e-01   0e+00  0.78  1.0e-01  7.7e-04  1.0e-01  1.1e+00
  22  T 0   1.099e-01   0e+00  0.78  1.0e-01  8.0e-04  1.0e-01  1.2e+00
  23  T 0   1.023e-01   0e+00  0.80  1.0e-01  8.3e-04  1.0e-01  1.2e+00
  24  T 0   9.535e-02   0e+00  0.81  1.0e-01  8.1e-04  6.9e-02  1.1e+00
  25  T 0   8.840e-02   0e+00  0.81  1.0e-01  8.0e-04  7.6e-02  1.2e+00
  26  T 0   8.149e-02   0e+00  0.83  8.4e-02  7.9e-04  8.4e-02  1.0e+00
  27  T 0   7.528e-02   0e+00  0.84  9.3e-02  7.0e-04  9.3e-02  9.8e-01
  28  T 0   7.045e-02   0e+00  0.87  1.0e-01  6.8e-04  1.0e-01  8.7e-01
  29  T 0   6.842e-02   0e+00  0.92  1.0e-01  5.0e-04  9.7e-02  5.8e-01
  30  T 0   6.770e-02   0e+00  0.93  1.0e-01  4.0e-04  1.0e-01  4.8e-01
  31  T 0   6.709e-02   0e+00  0.93  1.0e-01  4.0e-04  1.0e-01  5.0e-01
  32  T 0   6.657e-02   0e+00  0.94  1.0e-01  3.4e-04  1.0e-01  4.5e-01
  33  T 0   6.617e-02   0e+00  0.94  1.0e-01  3.4e-04  7.4e-02  4.1e-01
  34  T 0   6.576e-02   0e+00  0.94  1.0e-01  3.3e-04  8.2e-02  4.3e-01
  35  T 0   6.535e-02   0e+00  0.94  9.0e-02  3.3e-04  9.0e-02  4.2e-01
  36  T 0   6.495e-02   0e+00  0.95  9.9e-02  3.3e-04  9.9e-02  4.1e-01
  37  T 0   6.459e-02   0e+00  0.95  1.0e-01  3.3e-04  8.2e-02  3.2e-01
  38  T 0   6.424e-02   0e+00  0.95  1.0e-01  3.3e-04  9.0e-02  3.2e-01
  39  T 0   6.389e-02   0e+00  0.95  9.9e-02  3.3e-04  9.0e-02  3.3e-01
  40  T 0   6.355e-02   0e+00  0.95  1.0e-01  3.3e-04  6.9e-02  3.3e-01
  41  T 0   6.324e-02   0e+00  0.96  1.0e-01  3.3e-04  7.3e-02  3.2e-01
  42  T 0   6.294e-02   0e+00  0.96  8.0e-02  3.3e-04  8.0e-02  3.1e-01
  43  T 0   6.264e-02   0e+00  0.96  8.8e-02  3.4e-04  8.8e-02  3.1e-01
  44  T 0   6.233e-02   0e+00  0.96  9.7e-02  3.3e-04  9.7e-02  3.2e-01
  45  T 0   6.201e-02   0e+00  0.96  1.0e-01  3.3e-04  9.0e-02  3.1e-01
  46  T 0   6.171e-02   0e+00  0.96  1.0e-01  3.3e-04  8.8e-02  3.1e-01
  47  T 0   6.139e-02   0e+00  0.96  9.7e-02  3.3e-04  8.8e-02  3.1e-01
  48  T 0   6.108e-02   0e+00  0.96  1.0e-01  3.2e-04  8.8e-02  3.1e-01
  49  T 0   6.080e-02   0e+00  0.96  1.0e-01  3.0e-04  7.1e-02  2.9e-01
  50  T 0   6.053e-02   0e+00  0.96  1.0e-01  2.9e-04  7.8e-02  2.9e-01
  51  T 0   6.025e-02   0e+00  0.96  8.6e-02  2.9e-04  8.6e-02  2.9e-01
  52  T 0   5.997e-02   0e+00  0.96  9.4e-02  2.9e-04  9.1e-02  3.0e-01
  53  T 0   5.967e-02   0e+00  0.96  1.0e-01  2.8e-04  8.6e-02  3.1e-01
  54  T 0   5.935e-02   0e+00  0.96  9.4e-02  2.8e-04  9.1e-02  3.3e-01
  55  T 0   5.904e-02   0e+00  0.96  1.0e-01  2.7e-04  8.6e-02  3.2e-01
  56  T 0   5.879e-02   0e+00  0.97  1.0e-01  2.7e-04  8.6e-02  2.8e-01
  57  T 0   5.856e-02   0e+00  0.96  1.0e-01  2.5e-04  7.1e-02  2.8e-01
  58  T 0   5.834e-02   0e+00  0.96  1.0e-01  2.4e-04  7.6e-02  2.9e-01
  59  T 0   5.810e-02   0e+00  0.97  8.3e-02  2.4e-04  8.3e-02  3.1e-01
  60  T 0   5.786e-02   0e+00  0.97  9.2e-02  2.3e-04  9.2e-02  3.0e-01
  61  T 0   5.763e-02   0e+00  0.97  1.0e-01  2.3e-04  7.6e-02  2.9e-01
  62  T 0   5.738e-02   0e+00  0.97  1.0e-01  2.2e-04  8.3e-02  3.1e-01
  63  T 0   5.712e-02   0e+00  0.97  9.2e-02  2.2e-04  8.9e-02  3.3e-01
  64  T 0   5.690e-02   0e+00  0.97  1.0e-01  2.1e-04  9.0e-02  3.0e-01
  65  T 0   5.672e-02   0e+00  0.97  1.0e-01  2.0e-04  8.9e-02  2.6e-01
  66  T 0   5.656e-02   0e+00  0.97  1.0e-01  2.0e-04  7.4e-02  2.4e-01
  67  T 0   5.639e-02   0e+00  0.97  8.1e-02  2.0e-04  8.1e-02  2.5e-01
  68  T 0   5.620e-02   0e+00  0.97  8.9e-02  2.0e-04  8.9e-02  2.7e-01
  69  T 0   5.601e-02   0e+00  0.97  9.8e-02  2.0e-04  7.4e-02  2.7e-01
  70  T 0   5.581e-02   0e+00  0.97  1.0e-01  2.0e-04  8.1e-02  2.9e-01
  71  T 0   5.559e-02   0e+00  0.97  8.9e-02  2.0e-04  8.9e-02  3.2e-01
  72  T 0   5.539e-02   0e+00  0.97  9.8e-02  2.0e-04  8.9e-02  2.9e-01
  73  T 0   5.521e-02   0e+00  0.97  1.0e-01  2.0e-04  8.9e-02  2.7e-01
  74  T 0   5.502e-02   0e+00  0.97  1.0e-01  2.0e-04  7.2e-02  2.7e-01
  75  T 0   5.483e-02   0e+00  0.97  1.0e-01  2.0e-04  7.9e-02  2.8e-01
  76  T 0   5.462e-02   0e+00  0.97  8.7e-02  2.1e-04  8.7e-02  3.1e-01
  77  T 0   5.439e-02   0e+00  0.96  9.6e-02  2.1e-04  7.9e-02  3.3e-01
  78  T 0   5.414e-02   0e+00  0.96  1.0e-01  2.1e-04  8.7e-02  3.6e-01
  79  T 0   5.387e-02   0e+00  0.96  9.6e-02  2.2e-04  8.9e-02  3.9e-01
  80  T 0   5.366e-02   0e+00  0.97  1.0e-01  2.2e-04  8.7e-02  3.2e-01
  81  T 0   5.351e-02   0e+00  0.97  1.0e-01  2.2e-04  8.7e-02  2.7e-01
  82  T 0   5.337e-02   0e+00  0.97  1.0e-01  2.2e-04  7.0e-02  2.7e-01
  83  T 0   5.321e-02   0e+00  0.97  1.0e-01  2.2e-04  7.7e-02  2.9e-01
  84  T 0   5.305e-02   0e+00  0.97  8.5e-02  2.2e-04  8.5e-02  3.1e-01
  85  T 0   5.288e-02   0e+00  0.97  9.3e-02  2.3e-04  7.7e-02  3.1e-01
  86  T 0   5.273e-02   0e+00  0.97  1.0e-01  2.3e-04  8.5e-02  3.0e-01
  87  T 0   5.257e-02   0e+00  0.97  9.3e-02  2.3e-04  8.5e-02  3.2e-01
  88  T 0   5.242e-02   0e+00  0.97  1.0e-01  2.3e-04  8.5e-02  3.0e-01
  89  T 0   5.233e-02   0e+00  0.97  1.0e-01  2.3e-04  9.3e-02  2.5e-01
  90  T 0   5.223e-02   0e+00  0.97  1.0e-01  2.3e-04  6.8e-02  2.6e-01
  91  T 0   5.212e-02   0e+00  0.97  7.5e-02  2.3e-04  7.5e-02  2.8e-01
  92  T 0   5.200e-02   0e+00  0.97  8.3e-02  2.3e-04  8.3e-02  3.0e-01
  93  T 0   5.189e-02   0e+00  0.97  9.1e-02  2.3e-04  9.1e-02  3.2e-01
  94  T 0   5.179e-02   0e+00  0.97  1.0e-01  2.4e-04  8.3e-02  2.8e-01
  95  T 0   5.169e-02   0e+00  0.97  1.0e-01  2.4e-04  9.1e-02  2.9e-01
  96  T 0   5.160e-02   0e+00  0.98  1.0e-01  2.5e-04  9.1e-02  2.9e-01
  97  T 0   5.155e-02   0e+00  0.98  1.0e-01  2.4e-04  1.0e-01  1.8e-01
  98  T 0   5.150e-02   0e+00  0.98  1.0e-01  2.4e-04  6.7e-02  1.6e-01
  99  T 0   5.144e-02   0e+00  0.97  7.3e-02  2.4e-04  7.3e-02  1.6e-01
 100  T 0   5.139e-02   0e+00  0.97  8.1e-02  2.4e-04  8.1e-02  1.7e-01
 101  T 0   5.132e-02   0e+00  0.97  8.9e-02  2.4e-04  8.9e-02  1.8e-01
 102  T 0   5.127e-02   0e+00  0.98  9.7e-02  2.5e-04  9.1e-02  1.8e-01
 103  T 0   5.122e-02   0e+00  0.97  1.0e-01  2.5e-04  8.1e-02  1.6e-01
 104  T 0   5.116e-02   0e+00  0.97  1.0e-01  2.5e-04  8.9e-02  1.7e-01
 105  T 0   5.112e-02   0e+00  0.97  9.7e-02  2.5e-04  5.5e-02  1.4e-01
 106  T 0   5.107e-02   0e+00  0.97  1.0e-01  2.5e-04  6.1e-02  1.4e-01
 107  T 0   5.103e-02   0e+00  0.97  6.7e-02  2.5e-04  6.7e-02  1.6e-01
 108  T 0   5.098e-02   0e+00  0.97  7.3e-02  2.5e-04  7.3e-02  1.7e-01
 109  T 0   5.092e-02   0e+00  0.97  8.1e-02  2.5e-04  8.1e-02  1.9e-01
 110  T 0   5.086e-02   0e+00  0.97  8.9e-02  2.5e-04  8.9e-02  2.1e-01
 111  T 0   5.081e-02   0e+00  0.97  9.7e-02  2.5e-04  7.8e-02  1.8e-01
 112  T 0   5.075e-02   0e+00  0.97  1.0e-01  2.5e-04  8.6e-02  2.0e-01
 113  T 0   5.069e-02   0e+00  0.97  9.5e-02  2.5e-04  5.7e-02  1.7e-01
 114  T 0   5.063e-02   0e+00  0.97  1.0e-01  2.5e-04  6.3e-02  1.6e-01
 115  T 0   5.057e-02   0e+00  0.97  7.0e-02  2.5e-04  7.0e-02  1.7e-01
 116  T 0   5.050e-02   0e+00  0.97  7.6e-02  2.5e-04  7.6e-02  1.9e-01
 117  T 0   5.043e-02   0e+00  0.97  8.4e-02  2.5e-04  8.4e-02  2.1e-01
 118  T 0   5.035e-02   0e+00  0.97  9.3e-02  2.5e-04  8.6e-02  2.2e-01
 119  T 0   5.028e-02   0e+00  0.97  1.0e-01  2.5e-04  7.8e-02  2.2e-01
 120  T 0   5.021e-02   0e+00  0.97  1.0e-01  2.5e-04  8.4e-02  2.2e-01
 121  T 0   5.015e-02   0e+00  0.97  9.3e-02  2.6e-04  7.5e-02  2.1e-01
 122  T 0   5.010e-02   0e+00  0.97  1.0e-01  2.5e-04  6.2e-02  1.6e-01
 123  T 0   5.004e-02   0e+00  0.97  6.8e-02  2.5e-04  6.8e-02  1.8e-01
 124  T 0   4.999e-02   0e+00  0.97  7.5e-02  2.5e-04  7.5e-02  2.0e-01
 125  T 0   4.992e-02   0e+00  0.97  8.2e-02  2.6e-04  8.2e-02  2.0e-01
 126  T 0   4.986e-02   0e+00  0.97  9.0e-02  2.6e-04  8.4e-02  1.9e-01
 127  T 0   4.980e-02   0e+00  0.97  9.9e-02  2.7e-04  8.2e-02  1.8e-01
 128  T 0   4.974e-02   0e+00  0.97  1.0e-01  2.7e-04  9.0e-02  1.8e-01
 129  T 0   4.969e-02   0e+00  0.97  9.9e-02  2.8e-04  9.0e-02  1.6e-01
 130  T 0   4.964e-02   0e+00  0.97  1.0e-01  2.9e-04  8.2e-02  1.5e-01
 131  T 0   4.958e-02   0e+00  0.97  1.0e-01  3.0e-04  9.0e-02  1.6e-01
 132  T 0   4.953e-02   0e+00  0.97  9.9e-02  3.0e-04  5.5e-02  1.5e-01
 133  T 0   4.948e-02   0e+00  0.97  1.0e-01  3.0e-04  6.0e-02  1.6e-01
 134  T 0   4.943e-02   0e+00  0.97  6.6e-02  3.1e-04  6.6e-02  1.8e-01
 135  T 0   4.936e-02   0e+00  0.97  7.3e-02  3.1e-04  7.3e-02  1.9e-01
 136  T 0   4.930e-02   0e+00  0.97  8.0e-02  3.1e-04  8.0e-02  2.1e-01
 137  T 0   4.923e-02   0e+00  0.97  8.8e-02  3.1e-04  8.8e-02  2.2e-01
 138  T 0   4.916e-02   0e+00  0.97  9.7e-02  2.9e-04  5.8e-02  2.3e-01
 139  T 0   4.911e-02   1e-13  0.97  1.0e-01  2.5e-04  6.4e-02  2.3e-01
 140  T 0   4.907e-02   0e+00  0.97  7.1e-02  2.3e-04  7.1e-02  2.1e-01
 141  T 0   4.902e-02   0e+00  0.97  7.8e-02  2.2e-04  7.8e-02  2.1e-01
 142  T 0   4.898e-02   5e-06  0.97  8.6e-02  2.1e-04  8.6e-02  2.1e-01
 143  T 0   4.895e-02   0e+00  0.97  9.4e-02  2.1e-04  7.3e-02  1.9e-01
 144  T 0   4.892e-02   0e+00  0.97  1.0e-01  2.2e-04  4.7e-02  1.5e-01
 145  T 0   4.889e-02   0e+00  0.97  5.2e-02  2.2e-04  5.2e-02  1.6e-01
 146  T 0   4.886e-02   0e+00  0.97  5.7e-02  2.1e-04  5.7e-02  1.7e-01
 147  T 0   4.883e-02   0e+00  0.97  6.3e-02  2.0e-04  6.3e-02  1.8e-01
 148  T 0   4.880e-02   2e-06  0.97  6.9e-02  2.0e-04  6.9e-02  1.9e-01
 149  T 0   4.877e-02   0e+00  0.97  7.6e-02  1.9e-04  7.6e-02  2.0e-01
 150  T 0   4.874e-02   0e+00  0.98  8.3e-02  1.9e-04  8.3e-02  2.0e-01
 151  T 0   4.872e-02   2e-06  0.98  9.2e-02  1.7e-04  8.6e-02  1.6e-01
 152  T 0   4.870e-02   2e-05  0.98  1.0e-01  1.7e-04  4.3e-02  1.1e-01
 153  T 0   4.868e-02   1e-05  0.98  5.0e-02  1.7e-04  4.5e-02  1.0e-01
 154  T 0   4.866e-02   6e-06  0.98  5.0e-02  1.7e-04  4.3e-02  1.0e-01
 155  T 0   4.863e-02   2e-05  0.98  5.5e-02  1.8e-04  4.7e-02  1.1e-01
 156  T 0   4.861e-02   0e+00  0.98  5.2e-02  1.7e-04  5.2e-02  1.2e-01
 157  T 0   4.859e-02   5e-13  0.98  5.7e-02  1.7e-04  5.7e-02  1.3e-01
 158  T 0   4.856e-02   0e+00  0.98  6.3e-02  1.7e-04  6.3e-02  1.4e-01
 159  T 0   4.854e-02   0e+00  0.98  6.9e-02  1.6e-04  6.9e-02  1.5e-01
 160  T 0   4.851e-02   0e+00  0.98  7.6e-02  1.6e-04  7.6e-02  1.6e-01
 161  T 0   4.849e-02   7e-06  0.98  8.3e-02  1.4e-04  8.3e-02  1.7e-01
 162  T 0   4.847e-02   2e-05  0.98  9.2e-02  1.4e-04  5.8e-02  1.6e-01
 163  T 0   4.845e-02   9e-14  0.98  1.0e-01  1.3e-04  6.3e-02  1.7e-01
 164  T 0   4.842e-02   5e-06  0.98  7.0e-02  1.3e-04  7.0e-02  1.8e-01
 165  T 0   4.840e-02   5e-05  0.99  7.7e-02  1.2e-04  7.7e-02  1.9e-01
 166  T 0   4.838e-02   0e+00  0.99  7.7e-02  1.2e-04  5.9e-02  1.7e-01
 167  T 0   4.836e-02   1e-05  0.99  8.4e-02  1.1e-04  8.4e-02  1.8e-01
 168  T 0   4.834e-02   5e-14  0.99  7.1e-02  9.9e-05  7.0e-02  1.6e-01
 169  T 0   4.831e-02   7e-06  0.99  7.8e-02  9.2e-05  7.7e-02  1.5e-01
 170  T 0   4.829e-02   0e+00  0.99  8.4e-02  8.8e-05  8.4e-02  1.7e-01
 171  T 0   4.827e-02   0e+00  0.99  9.3e-02  9.1e-05  7.3e-02  1.6e-01
 172  T 0   4.826e-02   0e+00  0.99  1.0e-01  8.0e-05  7.0e-02  1.3e-01
 173  T 0   4.825e-02   0e+00  0.99  7.7e-02  7.9e-05  7.7e-02  1.3e-01
 174  T 0   4.823e-02   0e+00  0.99  8.4e-02  7.9e-05  8.4e-02  1.5e-01
 175  T 0   4.822e-02   0e+00  0.99  9.3e-02  9.5e-05  8.5e-02  1.5e-01
 176  T 0   4.821e-02   3e-06  0.99  1.0e-01  8.7e-05  6.3e-02  1.0e-01
 177  T 0   4.821e-02   0e+00  0.99  1.0e-01  9.5e-05  7.0e-02  9.1e-02
 178  T 0   4.820e-02   0e+00  0.99  7.7e-02  1.0e-04  7.7e-02  9.6e-02
 179  T 0   4.819e-02   9e-07  0.99  8.4e-02  1.1e-04  8.4e-02  1.0e-01
 180  T 0   4.819e-02   0e+00  0.99  9.3e-02  1.2e-04  7.3e-02  9.7e-02
 181  T 0   4.819e-02   1e-06  0.99  1.0e-01  1.1e-04  6.4e-02  7.1e-02
 182  T 0   4.818e-02   0e+00  0.99  7.0e-02  1.1e-04  7.0e-02  7.6e-02
 183  T 0   4.818e-02   0e+00  0.99  7.7e-02  1.1e-04  7.7e-02  8.3e-02
 184  T 0   4.818e-02   9e-06  0.99  8.5e-02  1.2e-04  1.9e-02  3.4e-02
 185  T 0   4.817e-02   6e-06  0.99  4.2e-02  1.3e-04  2.1e-02  3.5e-02
 186  T 0   4.817e-02   9e-06  0.99  2.3e-02  1.2e-04  2.3e-02  3.6e-02
 187  T 0   4.817e-02   0e+00  0.99  2.5e-02  1.2e-04  2.5e-02  3.3e-02
 188  T 0   4.817e-02   1e-05  0.99  2.8e-02  1.2e-04  2.8e-02  4.1e-02
 189  T 0   4.816e-02   3e-06  0.99  3.0e-02  1.2e-04  3.0e-02  3.8e-02
 190  T 0   4.816e-02   2e-05  0.99  3.3e-02  1.2e-04  3.3e-02  4.4e-02
 191  T 0   4.816e-02   0e+00  0.99  3.7e-02  1.2e-04  3.7e-02  4.6e-02
 192  T 0   4.815e-02   6e-06  0.99  4.0e-02  1.1e-04  4.0e-02  5.1e-02
 193  T 0   4.815e-02   2e-05  0.99  4.4e-02  6.6e-05  4.4e-02  5.5e-02
Termination on Convergence criteria
Total number of system evaluations: 194
